sequence_id,country_id,institute_id,original_sequence,Amikacin,Bedaquiline,Clofazimine,Delamanid,Ethambutol,Ethionamide,Isoniazid,Kanamycin,Levofloxacin,Linezolid,Moxifloxacin,Rifampicin,Rifabutin,group_key
ERR4828907,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4828907/ERR4828907_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4828907/ERR4828907_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0176
ERR4828986,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4828986/ERR4828986_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4828986/ERR4828986_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0561
ERR4829045,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4829045/ERR4829045_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4829045/ERR4829045_2.fastq.gz",S,S,S,S,I,R,R,S,R,S,S,R,R,06TB_0453
ERR4828910,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828910/ERR4828910_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828910/ERR4828910_2.fastq.gz",R,S,S,S,I,R,R,R,S,S,S,R,R,06TB_0179
ERR4828990,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828990/ERR4828990_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828990/ERR4828990_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,06TB_0503
ERR4828893,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828893/ERR4828893_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828893/ERR4828893_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0161
ERR4829035,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4829035/ERR4829035_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4829035/ERR4829035_2.fastq.gz",S,S,R,S,S,S,S,S,S,S,S,S,S,06TB_0564
ERR4828914,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4828914/ERR4828914_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4828914/ERR4828914_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,06TB_0182
ERR4828995,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4828995/ERR4828995_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4828995/ERR4828995_2.fastq.gz",S,NA,S,S,S,S,R,S,R,S,R,R,R,06TB_0504
ERR4828900,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828900/ERR4828900_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828900/ERR4828900_2.fastq.gz",S,S,S,S,I,S,S,S,S,S,S,S,S,06TB_0168
ERR4829010,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4829010/ERR4829010_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4829010/ERR4829010_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,06TB_0489
ERR4829015,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4829015/ERR4829015_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4829015/ERR4829015_2.fastq.gz",S,S,S,S,S,NA,S,S,S,S,S,S,S,06TB_0492
ERR4829013,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4829013/ERR4829013_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4829013/ERR4829013_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0490
ERR4828918,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4828918/ERR4828918_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4828918/ERR4828918_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0186
ERR4829007,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4829007/ERR4829007_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4829007/ERR4829007_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,S,R,R,06TB_0487
ERR4829979,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4829979/ERR4829979_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4829979/ERR4829979_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,NM-17-077
ERR4828994,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4828994/ERR4828994_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4828994/ERR4828994_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,06TB_0501
ERR4829980,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4829980/ERR4829980_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4829980/ERR4829980_2.fastq.gz",S,S,S,S,S,I,R,S,R,S,S,S,S,NM-17-039
ERR4829025,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4829025/ERR4829025_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4829025/ERR4829025_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,06TB_0245
ERR4829042,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4829042/ERR4829042_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4829042/ERR4829042_2.fastq.gz",S,S,S,S,I,R,R,S,R,S,R,R,R,06TB_0443
ERR4828993,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828993/ERR4828993_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828993/ERR4828993_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,06TB_0500
ERR4828999,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828999/ERR4828999_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828999/ERR4828999_2.fastq.gz",S,S,R,S,I,S,R,S,S,S,S,R,R,06TB_0483
ERR4829012,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4829012/ERR4829012_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4829012/ERR4829012_2.fastq.gz",S,S,S,S,I,I,R,S,R,S,S,R,R,06TB_0498
ERR4828891,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4828891/ERR4828891_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4828891/ERR4828891_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0159
ERR4829004,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4829004/ERR4829004_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4829004/ERR4829004_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,06TB_0494
ERR4829019,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4829019/ERR4829019_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4829019/ERR4829019_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0239
ERR4829024,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4829024/ERR4829024_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4829024/ERR4829024_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,S,S,06TB_0244
ERR4829020,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4829020/ERR4829020_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4829020/ERR4829020_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0240
ERR4828897,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4828897/ERR4828897_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4828897/ERR4828897_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0165
ERR4828890,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828890/ERR4828890_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828890/ERR4828890_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0158
ERR4829034,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4829034/ERR4829034_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4829034/ERR4829034_2.fastq.gz",S,S,S,S,S,S,R,R,S,S,S,R,R,06TB_0259
ERR4829021,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4829021/ERR4829021_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4829021/ERR4829021_2.fastq.gz",S,S,R,S,S,S,S,S,S,R,S,S,S,06TB_0241
ERR4829018,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4829018/ERR4829018_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4829018/ERR4829018_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,06TB_0238
ERR4828998,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4828998/ERR4828998_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4828998/ERR4828998_2.fastq.gz",R,S,S,S,R,I,R,R,S,S,S,R,R,06TB_0482
ERR4829017,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4829017/ERR4829017_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4829017/ERR4829017_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,06TB_0237
ERR4829011,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4829011/ERR4829011_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4829011/ERR4829011_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,06TB_0497
ERR4829041,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4829041/ERR4829041_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4829041/ERR4829041_2.fastq.gz",R,S,S,S,R,S,R,R,S,S,S,R,R,06TB_0408
ERR4829003,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4829003/ERR4829003_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4829003/ERR4829003_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,06TB_0562
ERR4829002,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4829002/ERR4829002_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4829002/ERR4829002_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,06TB_0485
ERR4829029,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4829029/ERR4829029_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4829029/ERR4829029_2.fastq.gz",S,S,S,S,I,I,R,R,S,S,S,R,R,06TB_0250
ERR4829009,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4829009/ERR4829009_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4829009/ERR4829009_2.fastq.gz",S,S,S,S,I,R,R,R,S,S,S,R,S,06TB_0488
ERR4829031,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4829031/ERR4829031_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4829031/ERR4829031_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0253
ERR4829026,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4829026/ERR4829026_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4829026/ERR4829026_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0246
ERR4829027,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4829027/ERR4829027_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4829027/ERR4829027_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,06TB_0248
ERR4829032,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4829032/ERR4829032_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4829032/ERR4829032_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0255
ERR4829033,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4829033/ERR4829033_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4829033/ERR4829033_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0258
ERR4829016,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4829016/ERR4829016_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4829016/ERR4829016_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0236
ERR4829036,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4829036/ERR4829036_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4829036/ERR4829036_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0481
ERR4829985,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4829985/ERR4829985_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4829985/ERR4829985_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,NM-17-045
ERR4829990,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4829990/ERR4829990_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4829990/ERR4829990_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,NM-17-044
ERR4829981,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4829981/ERR4829981_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4829981/ERR4829981_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,R,R,NM-17-067
ERR4828992,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4828992/ERR4828992_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4828992/ERR4828992_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,06TB_0475
ERR4829984,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4829984/ERR4829984_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4829984/ERR4829984_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,R,R,NM-17-054
ERR4829988,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4829988/ERR4829988_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4829988/ERR4829988_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,S,NM-17-074
ERR4829028,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4829028/ERR4829028_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4829028/ERR4829028_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0249
ERR4829022,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4829022/ERR4829022_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4829022/ERR4829022_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0242
ERR4829978,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4829978/ERR4829978_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4829978/ERR4829978_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,NM-17-046
ERR4829038,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4829038/ERR4829038_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4829038/ERR4829038_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0479
ERR4829987,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4829987/ERR4829987_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4829987/ERR4829987_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,NM-17-068
ERR4829998,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4829998/ERR4829998_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4829998/ERR4829998_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,R,R,NM-17-065
ERR4829023,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4829023/ERR4829023_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4829023/ERR4829023_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0243
ERR4829991,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4829991/ERR4829991_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4829991/ERR4829991_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,NM-17-060
ERR4829001,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4829001/ERR4829001_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4829001/ERR4829001_2.fastq.gz",S,S,S,S,S,R,R,R,S,S,S,R,R,06TB_0493
ERR4829994,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4829994/ERR4829994_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4829994/ERR4829994_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,NM-17-027
ERR4829983,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4829983/ERR4829983_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4829983/ERR4829983_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,R,R,NM-17-056
ERR4829989,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4829989/ERR4829989_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4829989/ERR4829989_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CL2981
ERR4828991,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4828991/ERR4828991_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4828991/ERR4828991_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,06TB_0476
ERR4811245,China,CCDC,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811245/ERR4811245_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811245/ERR4811245_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,768
ERR4811217,China,CCDC,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811217/ERR4811217_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811217/ERR4811217_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,750
ERR4811213,China,CCDC,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811213/ERR4811213_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811213/ERR4811213_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,749
ERR4811188,China,CCDC,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811188/ERR4811188_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811188/ERR4811188_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,810
ERR4811233,China,CCDC,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811233/ERR4811233_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811233/ERR4811233_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,793
ERR4811189,China,CCDC,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811189/ERR4811189_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811189/ERR4811189_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,850
ERR4811168,China,CCDC,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811168/ERR4811168_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811168/ERR4811168_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,799
ERR4811272,China,CCDC,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811272/ERR4811272_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811272/ERR4811272_2.fastq.gz",S,S,S,R,S,S,S,S,S,S,S,S,S,771
ERR4811285,China,CCDC,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811285/ERR4811285_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811285/ERR4811285_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,904
ERR4811259,China,CCDC,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811259/ERR4811259_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811259/ERR4811259_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,854
ERR4811281,China,CCDC,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811281/ERR4811281_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811281/ERR4811281_2.fastq.gz",R,S,S,S,R,R,R,R,R,S,R,R,R,900
ERR4811312,China,CCDC,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811312/ERR4811312_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811312/ERR4811312_2.fastq.gz",S,S,S,R,R,I,R,S,S,S,S,R,R,934
